SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
7964,dist_bray,,copresence,DW01164->DW00576,1,0.129881071,dist_bray=copresence,dist_bray=0.0018024598269263947,dist_bray=0.12988107050276387,DW01164->DW00576,0.63012179,0.62942474,0.030608612,0.129881071,0.00180246,0.00180246,0.004818418,0.135824333,0.13434189,1000,0.02883691,FALSE,,DW01164->DW00576,0.004818418
7967,correl_pearson,,copresence,DW00672->DW01125,1,0.93275243,correl_pearson=copresence,correl_pearson=1.6653345369377348E-16,correl_pearson=0.9327524300714966,DW00672->DW01125,-0.003703264,-0.015152225,0.070957369,0.93275243,1.67E-16,1.67E-16,6.04E-16,0.935525601,0.936721656,1000,0.013272123,FALSE,,DW00672->DW01125,6.04E-16
7978,correl_pearson,,copresence,DW00808->DW00812,1,0.978960722,correl_pearson=copresence,correl_pearson=1.4816811993834111E-4,correl_pearson=0.9789607222898552,DW00808->DW00812,-0.00135532,-0.02307201,0.071048326,0.978960722,1.48E-04,1.48E-04,4.58E-04,0.958800497,0.978050393,1000,0.070409398,FALSE,,DW00808->DW00812,4.58E-04
7980,dist_bray,,copresence,DW01231->DW01139,1,0.145701541,dist_bray=copresence,dist_bray=0.0019528500234434754,dist_bray=0.1457015405525518,DW01231->DW01139,0.637317862,0.63835516,0.03111727,0.145701541,0.00195285,0.00195285,0.00515265,0.148594676,0.14563983,1000,0.028683344,FALSE,,DW01231->DW01139,0.00515265
7983,correl_spearman,,copresence,DW00893->DW00736,1,0.957313976,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9573139759675526,DW00893->DW00736,0.004633481,0.002754825,0.074596507,0.957313976,0,0,0,0.954802174,0.955993214,1000,0.012288847,FALSE,,DW00893->DW00736,0
7984,dist_kullbackleibler,,copresence,DW01176->DW01202,1,0.265252971,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.26525297106081475,DW01176->DW01202,4.082525586,4.06895361,0.385339027,0.265252971,0,0,0,0.264247423,0.25992157,1000,0.060429007,FALSE,,DW01176->DW01202,0
7995,correl_pearson,,copresence,DW00289->DW00290,1,0.923029387,correl_pearson=copresence,correl_pearson=6.470670954972224E-5,correl_pearson=0.9230293872000469,DW00289->DW00290,-0.004840985,-0.025545095,0.067503034,0.923029387,6.47E-05,6.47E-05,2.07E-04,0.918315915,0.927854711,1000,0.058170695,FALSE,,DW00289->DW00290,2.07E-04
7996,dist_bray,,copresence,DW01233->DW01202,1,0.153139426,dist_bray=copresence,dist_bray=0.0027246021398277254,dist_bray=0.15313942638320555,DW01233->DW01202,0.627930581,0.62911438,0.030712491,0.153139426,0.002724602,0.002724602,0.006992189,0.153432753,0.151007121,1000,0.029149234,FALSE,,DW01233->DW01202,0.006992189
8001,correl_spearman,,copresence,DW01232->DW00703,1,0.963663242,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.963663242485122,DW01232->DW00703,-2.42E-04,-0.00313578,0.073724109,0.963663242,0,0,0,0.961651827,0.962550984,1000,0.008928568,FALSE,,DW01232->DW00703,0
8008,correl_pearson,,copresence,DW01293->DW01287,1,0.944875751,correl_pearson=copresence,correl_pearson=8.133230898321742E-6,correl_pearson=0.9448757514582244,DW01293->DW01287,6.81E-05,-0.01904782,0.079370453,0.944875751,8.13E-06,8.13E-06,2.72E-05,0.934700994,0.952555711,1000,0.047007403,FALSE,,DW01293->DW01287,2.72E-05
8011,correl_spearman,,copresence,DW00826->DW01252,1,0.957332929,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9573329290019335,DW00826->DW01252,-0.004300313,-0.005974,0.074692922,0.957332929,0,0,0,0.954958468,0.956464585,1000,0.012547905,FALSE,,DW00826->DW01252,0
8012,dist_bray,,copresence,DW01202->DW01228,1,0.152099989,dist_bray=copresence,dist_bray=5.30395347848156E-4,dist_bray=0.15209998922468215,DW01202->DW01228,0.632405274,0.631683345,0.030959081,0.152099989,5.30E-04,5.30E-04,0.001572982,0.15242383,0.15124238,1000,0.021494214,FALSE,,DW01202->DW01228,0.001572982
8015,dist_bray,,copresence,DW01158->DW01108,1,0.145663994,dist_bray=copresence,dist_bray=0.004565219834677392,dist_bray=0.1456639943776642,DW01158->DW01108,0.549149179,0.548485305,0.026354463,0.145663994,0.00456522,0.00456522,0.011219764,0.148302198,0.145625411,1000,0.02363913,FALSE,,DW01158->DW01108,0.011219764
8017,dist_kullbackleibler,,copresence,DW01118->DW01108,1,0.241714861,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.24171486064013276,DW01118->DW01108,3.054388972,3.042478415,0.267136203,0.241714861,0,0,0,0.241380317,0.238705651,1000,0.038429076,FALSE,,DW01118->DW01108,0
8023,correl_spearman,,copresence,DW01293->DW01281,1,0.958227512,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9582275122247074,DW01293->DW01281,-3.68E-04,-4.26E-04,0.071096536,0.958227512,0,0,0,0.955896604,0.956947709,1000,0.010191126,FALSE,,DW01293->DW01281,0
8028,correl_spearman,,copresence,DW01254->DW00853,1,0.96473788,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9647378795345137,DW01254->DW00853,-0.002132899,-0.00136841,0.074176543,0.96473788,0,0,0,0.962888235,0.963582134,1000,0.007393113,FALSE,,DW01254->DW00853,0
8034,correl_spearman,,copresence,DW01212->DW01216,1,0.959057655,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9590576551305866,DW01212->DW01216,0.002634557,0.00436583,0.073200537,0.959057655,0,0,0,0.956633295,0.957094562,1000,0.011373276,FALSE,,DW01212->DW01216,0
8035,correl_spearman,,copresence,DW00808->DW00400,1,0.971842838,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9718428384602268,DW00808->DW00400,-6.90E-04,-0.003676955,0.076025861,0.971842838,0,0,0,0.970239211,0.97056769,1000,0.006293268,FALSE,,DW00808->DW00400,0
8038,correl_pearson,,copresence,DW00957->DW00963,1,0.961380505,correl_pearson=copresence,correl_pearson=0.0035661545392936533,correl_pearson=0.961380504564428,DW00957->DW00963,-0.008872775,-0.017253765,0.033889177,0.961380505,0.003566155,0.003566155,0.009000295,0.887425226,0.958381811,1000,0.110970036,FALSE,,DW00957->DW00963,0.009000295
8040,correl_pearson,,copresence,DW00392->DW00856,1,0.970861021,correl_pearson=copresence,correl_pearson=8.798013085209444E-5,correl_pearson=0.9708610207873833,DW00392->DW00856,-0.001713092,-0.0198487,0.068975285,0.970861021,8.80E-05,8.80E-05,2.76E-04,0.942570334,0.967117169,1000,0.063365725,FALSE,,DW00392->DW00856,2.76E-04
8049,correl_spearman,,copresence,DW00778->DW00988,1,0.968498162,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9684981615556653,DW00778->DW00988,-0.002836306,-0.002777565,0.077155215,0.968498162,0,0,0,0.96707641,0.967954037,1000,0.007162595,FALSE,,DW00778->DW00988,0
8051,correl_pearson,,copresence,DW00392->DW00850,1,0.959727502,correl_pearson=copresence,correl_pearson=0.001943800324179401,correl_pearson=0.9597275023055134,DW00392->DW00850,-0.003306678,-0.02245162,0.07075618,0.959727502,0.0019438,0.0019438,0.005139897,0.907435942,0.957995405,1000,0.099507395,FALSE,,DW00392->DW00850,0.005139897
8053,correl_pearson,,copresence,DW00462->DW00988,1,0.916709659,correl_pearson=copresence,correl_pearson=5.316395548927155E-4,correl_pearson=0.9167096594367378,DW00462->DW00988,-0.004790008,-0.02146928,0.070326479,0.916709659,5.32E-04,5.32E-04,0.001572982,0.890401062,0.918398953,1000,0.074796253,FALSE,,DW00462->DW00988,0.001572982
8054,dist_bray,,copresence,DW01177->DW00684,1,0.142099791,dist_bray=copresence,dist_bray=1.3114570857397645E-4,dist_bray=0.14209979104381398,DW01177->DW00684,0.641367481,0.64166314,0.03028563,0.142099791,1.31E-04,1.31E-04,4.07E-04,0.143116489,0.141792081,1000,0.018634705,FALSE,,DW01177->DW00684,4.07E-04
8058,correl_spearman,,copresence,DW01297->DW01269,1,0.975677571,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.975677570979114,DW01297->DW01269,-0.00280586,9.48E-05,0.072736693,0.975677571,0,0,0,0.973758757,0.974172361,1000,0.00516544,FALSE,,DW01297->DW01269,0
8061,correl_spearman,,copresence,DW01252->DW00813,1,0.965323528,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9653235282968805,DW01252->DW00813,-4.88E-04,-4.97E-04,0.073374815,0.965323528,0,0,0,0.963497197,0.964379458,1000,0.00917821,FALSE,,DW01252->DW00813,0
8062,correl_spearman,,copresence,DW01225->DW01228,1,0.969717301,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9697173011435936,DW01225->DW01228,9.74E-05,5.53E-04,0.071872616,0.969717301,0,0,0,0.968518564,0.969422535,1000,0.008615755,FALSE,,DW01225->DW01228,0
8064,dist_bray,,copresence,DW01234->DW00684,1,0.155002573,dist_bray=copresence,dist_bray=0.001643800012912311,dist_bray=0.1550025726803821,DW01234->DW00684,0.642987405,0.643874015,0.030227405,0.155002573,0.0016438,0.0016438,0.004442998,0.157863017,0.156589646,1000,0.027237311,FALSE,,DW01234->DW00684,0.004442998
8067,dist_kullbackleibler,,copresence,DW01176->DW01145,1,0.259906835,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.25990683526375247,DW01176->DW01145,3.913366589,3.91700752,0.362996026,0.259906835,0,0,0,0.255922932,0.25221517,1000,0.053429914,FALSE,,DW01176->DW01145,0
8071,dist_bray,,copresence,DW01178->DW01179,1,0.14197528,dist_bray=copresence,dist_bray=5.968368628035403E-4,dist_bray=0.14197528005947657,DW01178->DW01179,0.620891095,0.62037252,0.029494896,0.14197528,5.97E-04,5.97E-04,0.001753118,0.144411721,0.143012298,1000,0.021621923,FALSE,,DW01178->DW01179,0.001753118
8077,correl_spearman,,copresence,DW00391->DW01270,1,0.970175505,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9701755050983665,DW00391->DW01270,0.003358246,3.70E-05,0.074702285,0.970175505,0,0,0,0.968384734,0.969276525,1000,0.008155283,FALSE,,DW00391->DW01270,0
8080,correl_spearman,,copresence,DW00426->DW00329,1,0.956895114,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9568951139077368,DW00426->DW00329,-6.84E-05,-4.65E-04,0.075833796,0.956895114,0,0,0,0.955379856,0.956266503,1000,0.00990634,FALSE,,DW00426->DW00329,0
8082,dist_bray,,copresence,DW01240->DW01139,1,0.149964598,dist_bray=copresence,dist_bray=0.0017530381381868354,dist_bray=0.14996459778491167,DW01240->DW01139,0.650821286,0.65122167,0.029969699,0.149964598,0.001753038,0.001753038,0.004717337,0.149032367,0.145880502,1000,0.029541255,FALSE,,DW01240->DW01139,0.004717337
8083,dist_bray,,copresence,DW00242->DW01104,1,0.12875382,dist_bray=copresence,dist_bray=4.7115380305129406E-4,dist_bray=0.12875381971320177,DW00242->DW01104,0.624495529,0.62461247,0.030068318,0.12875382,4.71E-04,4.71E-04,0.001411146,0.130529976,0.127136229,1000,0.022308492,FALSE,,DW00242->DW01104,0.001411146
8084,dist_bray,,copresence,DW00242->DW01103,1,0.146404776,dist_bray=copresence,dist_bray=0.0010363796009433823,dist_bray=0.14640477636056504,DW00242->DW01103,0.636894861,0.636704285,0.02880253,0.146404776,0.00103638,0.00103638,0.002858251,0.149027814,0.146232593,1000,0.025096502,FALSE,,DW00242->DW01103,0.002858251
8085,correl_spearman,,copresence,DW01269->DW01281,1,0.962459725,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.962459724801941,DW01269->DW01281,0.001068362,0.003917595,0.071302464,0.962459725,0,0,0,0.960105085,0.961404226,1000,0.010640981,FALSE,,DW01269->DW01281,0
8087,correl_spearman,,copresence,DW01297->DW01256,1,0.967351503,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9673515029756267,DW01297->DW01256,-0.002875458,-0.0033291,0.071894165,0.967351503,0,0,0,0.965350501,0.96596004,1000,0.007960711,FALSE,,DW01297->DW01256,0
8089,dist_kullbackleibler,,mutualExclusion,DW01282->DW00520,1,19.41943526,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.0019620645297571127,dist_kullbackleibler=19.41943526273683,DW01282->DW00520,11.79077281,11.67083889,1.884569391,19.41943526,0.001962065,0.001962065,0.005165781,17.63037795,18.8561259,1000,4.099369393,FALSE,,DW01282->DW00520,0.005165781
8092,correl_pearson,,copresence,DW00065->DW00080,1,0.965818084,correl_pearson=copresence,correl_pearson=2.1020384290804106E-5,correl_pearson=0.9658180838850051,DW00065->DW00080,-0.004852766,-0.024932675,0.068212524,0.965818084,2.10E-05,2.10E-05,6.87E-05,0.952060187,0.965177275,1000,0.054579772,FALSE,,DW00065->DW00080,6.87E-05
8096,dist_kullbackleibler,,mutualExclusion,DW01178->DW00888,1,16.48868312,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.004556577111925031,dist_kullbackleibler=16.488683124478733,DW01178->DW00888,7.893420191,7.30732667,2.442502184,16.48868312,0.004556577,0.004556577,0.011219764,13.77417709,16.20430437,1000,5.085393941,FALSE,,DW01178->DW00888,0.011219764
8099,correl_spearman,,copresence,DW00434->DW00887,1,0.981399492,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9813994920586788,DW00434->DW00887,-9.06E-04,-0.00634642,0.074181719,0.981399492,0,0,0,0.980108387,0.980934445,1000,0.006387793,FALSE,,DW00434->DW00887,0
8100,dist_bray,,copresence,DW01233->DW01139,1,0.14982147,dist_bray=copresence,dist_bray=0.0029807114837724358,dist_bray=0.14982147020869396,DW01233->DW01139,0.643776293,0.644317835,0.032390202,0.14982147,0.002980711,0.002980711,0.007601438,0.150209765,0.149077871,1000,0.03221506,FALSE,,DW01233->DW01139,0.007601438
8103,dist_kullbackleibler,,mutualExclusion,DW00808->DW00345,1,14.96715111,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=2.0882459405013876E-6,dist_kullbackleibler=14.967151111771168,DW00808->DW00345,8.468272094,8.494857385,1.074870233,14.96715111,2.09E-06,2.09E-06,7.11E-06,14.50939408,14.55346552,1000,1.722925115,FALSE,,DW00808->DW00345,7.11E-06
8105,dist_kullbackleibler,,copresence,DW01127->DW01108,1,0.257538783,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.25753878297521754,DW01127->DW01108,3.158480394,3.149099915,0.261226731,0.257538783,0,0,0,0.258180822,0.254350037,1000,0.040719414,FALSE,,DW01127->DW01108,0
8108,correl_spearman,,copresence,DW00421->DW01038,1,0.972095447,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.972095447481142,DW00421->DW01038,-3.21E-04,-0.001307755,0.073064866,0.972095447,0,0,0,0.970550179,0.971617762,1000,0.010439976,FALSE,,DW00421->DW01038,0
8110,dist_kullbackleibler,,mutualExclusion,DW00730->DW00626,1,15.60415911,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=4.809093918235474E-4,dist_kullbackleibler=15.604159107539754,DW00730->DW00626,10.85688545,10.93288774,1.0470126,15.60415911,4.81E-04,4.81E-04,0.001436835,15.17410629,15.22937009,1000,1.709997808,FALSE,,DW00730->DW00626,0.001436835
8112,dist_kullbackleibler,,mutualExclusion,DW00270->DW00463,1,14.82165438,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=1.5942101485810767E-4,dist_kullbackleibler=14.821654379582364,DW00270->DW00463,10.74705948,10.79522876,1.148660787,14.82165438,1.59E-04,1.59E-04,4.91E-04,14.43686677,14.59881521,1000,1.050813042,FALSE,,DW00270->DW00463,4.91E-04
8115,correl_spearman,,copresence,DW00497->DW00534,1,0.9673932,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9673931996512644,DW00497->DW00534,-5.23E-04,3.23E-04,0.074269719,0.9673932,0,0,0,0.96576287,0.9665149,1000,0.00928533,FALSE,,DW00497->DW00534,0
8119,dist_kullbackleibler,,mutualExclusion,DW00270->DW00462,1,14.58593994,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=6.429935070054738E-4,dist_kullbackleibler=14.585939942728356,DW00270->DW00462,10.92334975,11.05292493,1.160523657,14.58593994,6.43E-04,6.43E-04,0.001870666,14.24685701,14.33431289,1000,1.06592679,FALSE,,DW00270->DW00462,0.001870666
8124,correl_spearman,,copresence,DW01253->DW01256,1,0.963967895,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9639678954399589,DW01253->DW01256,0.001383953,0.005594465,0.074155615,0.963967895,0,0,0,0.96157237,0.962992748,1000,0.011488698,FALSE,,DW01253->DW01256,0
8126,correl_spearman,,copresence,DW01293->DW01252,1,0.965346272,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9653462719381375,DW01293->DW01252,4.35E-04,0.005406355,0.076896562,0.965346272,0,0,0,0.962947667,0.963732848,1000,0.008499076,FALSE,,DW01293->DW01252,0
8127,dist_kullbackleibler,,mutualExclusion,DW00850->DW00520,1,18.49719958,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=3.0694367230610364E-4,dist_kullbackleibler=18.497199581544653,DW00850->DW00520,9.715607766,9.34182141,1.92992416,18.49719958,3.07E-04,3.07E-04,9.33E-04,16.64792347,17.68789012,1000,4.095748058,FALSE,,DW00850->DW00520,9.33E-04
8135,correl_pearson,,copresence,DW00392->DW00395,1,0.979279921,correl_pearson=copresence,correl_pearson=7.027326472097695E-5,correl_pearson=0.9792799206969884,DW00392->DW00395,-8.76E-04,-0.021797435,0.071647757,0.979279921,7.03E-05,7.03E-05,2.23E-04,0.958004151,0.978002048,1000,0.063433081,FALSE,,DW00392->DW00395,2.23E-04
8136,correl_spearman,,copresence,DW00391->DW01254,1,0.972446079,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9724460786171868,DW00391->DW01254,-0.004843255,-0.00635306,0.073154505,0.972446079,0,0,0,0.970947907,0.971806304,1000,0.006548776,FALSE,,DW00391->DW01254,0
8140,correl_spearman,,copresence,DW01230->DW01236,1,0.973396648,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9733966483574056,DW01230->DW01236,0.002120761,0.00230398,0.076383238,0.973396648,0,0,0,0.971849604,0.972323631,1000,0.005913463,FALSE,,DW01230->DW01236,0
8142,correl_pearson,,copresence,DW00400->DW00401,1,0.934315971,correl_pearson=copresence,correl_pearson=7.051447636829966E-5,correl_pearson=0.934315970672951,DW00400->DW00401,-0.001605439,-0.02591885,0.076134849,0.934315971,7.05E-05,7.05E-05,2.23E-04,0.921139096,0.937362988,1000,0.058768418,FALSE,,DW00400->DW00401,2.23E-04
8143,correl_spearman,,copresence,DW01230->DW01234,1,0.963325878,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9633258784731438,DW01230->DW01234,4.11E-04,3.98E-05,0.074108202,0.963325878,0,0,0,0.961696233,0.962591243,1000,0.01078225,FALSE,,DW01230->DW01234,0
8144,correl_spearman,,copresence,DW01230->DW01233,1,0.973367196,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.973367196088094,DW01230->DW01233,0.003372719,0.00281358,0.074395342,0.973367196,0,0,0,0.97174024,0.972439219,1000,0.006309486,FALSE,,DW01230->DW01233,0
8146,dist_bray,,copresence,DW01183->DW01228,1,0.155252962,dist_bray=copresence,dist_bray=8.757349133190484E-4,dist_bray=0.15525296211786976,DW01183->DW01228,0.624923615,0.625934545,0.030633139,0.155252962,8.76E-04,8.76E-04,0.002461894,0.156235707,0.154773284,1000,0.022430428,FALSE,,DW01183->DW01228,0.002461894
8150,correl_spearman,,copresence,DW01230->DW01232,1,0.962044653,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9620446533490014,DW01230->DW01232,0.00241687,0.001316285,0.070407173,0.962044653,0,0,0,0.959979233,0.960498351,1000,0.00942143,FALSE,,DW01230->DW01232,0
8154,correl_spearman,,copresence,DW01240->DW01115,1,0.961599257,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9615992570410525,DW01240->DW01115,-0.001606389,-0.001728515,0.076488935,0.961599257,0,0,0,0.960094901,0.961127809,1000,0.011239455,FALSE,,DW01240->DW01115,0
