SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
8347,dist_kullbackleibler|dist_bray,,copresence,DW01168->DW01169,2,0.18066516512268035|0.14552023987264318,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=4.0837036360219514E-4,dist_kullbackleibler=0.18066516512268035|dist_bray=0.14552023987264318,DW01168->DW01169,2.86691415,2.85699015,0.242621016,0.180665165,0,0,0,0.17886803442587068|0.14558088915666473,0.17422782746334298|0.144074714772448,1000.0|1000.0,0.041288906491269727|0.016111430005648263,FALSE,,DW01168->DW01169,0
8356,correl_spearman|correl_pearson,,copresence,DW00388->DW00856,2,0.957785403091281|0.9540764757156771,correl_spearman=copresence|correl_pearson=copresence,correl_spearman=3.0531133177191805E-15|correl_pearson=0.0029508751394903276,correl_spearman=0.957785403091281|correl_pearson=0.9540764757156771,DW00388->DW00856,-0.00351958,-0.0025209,0.072157286,0.957785403,3.05E-15,3.05E-15,1.10E-14,0.9551610491346362|0.8957246778629027,0.9561490746765874|0.9482913890645642,1000.0|1000.0,0.015096740321036006|0.1071510362334853,FALSE,,DW00388->DW00856,1.10E-14
8368,correl_spearman|dist_kullbackleibler,,copresence,DW01234->DW01225,2,0.9800197111557563|0.19361937061460252,correl_spearman=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0,correl_spearman=0.9800197111557563|dist_kullbackleibler=0.19361937061460252,DW01234->DW01225,1.74E-04,-0.00126417,0.076081193,0.980019711,0,0,0,0.9782584789762439|0.18763456141289347,0.9792271353569819|0.1888445630551617,1000.0|1000.0,0.006394359022293264|0.03544714144841818,FALSE,,DW01234->DW01225,0
8369,correl_spearman|correl_pearson,,copresence,DW00391->DW00853,2,0.9574769720632276|0.9267132124247575,correl_spearman=copresence|correl_pearson=copresence,correl_spearman=0.0|correl_pearson=1.1138208735200772E-4,correl_spearman=0.9574769720632276|correl_pearson=0.9267132124247575,DW00391->DW00853,-0.005293721,-0.004900305,0.074496459,0.957476972,0,0,0,0.9554148939862507|0.9085724288936274,0.9566057395903775|0.9260928473845172,1000.0|1000.0,0.010608905519533553|0.060733491468951045,FALSE,,DW00391->DW00853,0
8393,dist_bray|dist_kullbackleibler,,copresence,DW01232->DW01145,2,0.11304428979281989|0.16468201918461908,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=1.7406383230356148E-4|dist_kullbackleibler=0.0,dist_bray=0.11304428979281989|dist_kullbackleibler=0.16468201918461908,DW01232->DW01145,0.608447137,0.60922635,0.029535826,0.11304429,0,0,0,0.1142284235079947|0.1663021134241972,0.11215439668121313|0.1614644262598099,1000.0|1000.0,0.01909431569309967|0.04901199008106832,FALSE,,DW01232->DW01145,0
8396,dist_kullbackleibler|dist_bray,,copresence,DW01145->DW01139,2,0.20651527677108536|0.13686078798021517,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=2.4051438329852903E-4,dist_kullbackleibler=0.20651527677108536|dist_bray=0.13686078798021517,DW01145->DW01139,4.987726542,4.9579787,0.479928504,0.206515277,0,0,0,0.2028340781554662|0.13629788966914805,0.19751987210131067|0.13438581578301512,1000.0|1000.0,0.04820414633683552|0.020462449007446742,FALSE,,DW01145->DW01139,0
8397,dist_bray|dist_kullbackleibler,,copresence,DW01145->DW01138,2,0.1516519900513873|0.2645986943183909,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=0.002537313157539245|dist_kullbackleibler=0.0,dist_bray=0.1516519900513873|dist_kullbackleibler=0.2645986943183909,DW01145->DW01138,0.623148728,0.62169954,0.030256679,0.15165199,0,0,0,0.1534132563255012|0.2617731608240988,0.15182762346290052|0.25654161632234207,1000.0|1000.0,0.028098973749778863|0.0718354958890538,FALSE,,DW01145->DW01138,0
8402,correl_spearman|dist_kullbackleibler,,mutualExclusion,DW01282->DW00345,2,-0.46171006411178106|15.931923205000277,correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion,correl_spearman=0.04122801227691786|dist_kullbackleibler=2.926890860566189E-6,correl_spearman=-0.46171006411178106|dist_kullbackleibler=15.931923205000277,DW01282->DW00345,-0.015526219,-0.01512966,0.070843141,-0.461710064,2.93E-06,2.93E-06,9.94E-06,-0.4552817920869055|15.54589182655544,-0.4545074626083555|15.552020624198004,1000.0|1000.0,0.06412362790667996|1.3939536837612743,FALSE,,DW01282->DW00345,9.94E-06
8405,dist_kullbackleibler|dist_bray,,mutualExclusion,DW00627->DW00270,2,15.902369073935153|0.9744245938663489,dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,dist_kullbackleibler=1.69879985495891E-4|dist_bray=0.34638982162765053,dist_kullbackleibler=15.902369073935153|dist_bray=0.9744245938663489,DW00627->DW00270,11.81079027,11.92953991,1.283583992,15.90236907,1.70E-04,1.70E-04,5.22E-04,15.472341888449154|0.9726806716114512,15.63390404056188|0.9743457989936791,1000.0|1000.0,1.0443675196085205|0.008407357114428152,FALSE,,DW00627->DW00270,5.22E-04
8412,dist_bray|dist_kullbackleibler,,mutualExclusion,DW00098->DW00626,2,0.98557721799869|15.595652552430321,dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion,dist_bray=0.11218931949228339|dist_kullbackleibler=1.3611428406612447E-7,dist_bray=0.98557721799869|dist_kullbackleibler=15.595652552430321,DW00098->DW00626,0.916319418,0.922273155,0.041518413,0.985577218,1.36E-07,1.36E-07,4.71E-07,0.9852425618378263|15.44063192814846,0.9855989984960645|15.471894510377783,1000.0|1000.0,0.003218111754263033|0.5935079551012807,FALSE,,DW00098->DW00626,4.71E-07
8421,dist_bray|dist_kullbackleibler,,copresence,DW01166->DW01104,2,0.13104470126097667|0.16886109859590234,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=6.558229511632874E-5|dist_kullbackleibler=0.0,dist_bray=0.13104470126097667|dist_kullbackleibler=0.16886109859590234,DW01166->DW01104,0.620259864,0.61993462,0.029605876,0.131044701,0,0,0,0.13227861690739373|0.16916720365509558,0.13154295508786085|0.16586187778692343,1000.0|1000.0,0.01628212478944976|0.03430119485127949,FALSE,,DW01166->DW01104,0
8439,dist_bray|dist_kullbackleibler,,copresence,DW01122->DW01108,2,0.14148274398699767|0.21521534957984956,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=2.132867015136597E-4|dist_kullbackleibler=0.0,dist_bray=0.14148274398699767|dist_kullbackleibler=0.21521534957984956,DW01122->DW01108,0.561167805,0.56144676,0.028728496,0.141482744,0,0,0,0.1412085967637168|0.21457191149047594,0.1407665840803487|0.21210476698932018,1000.0|1000.0,0.014209240493772615|0.04025880996613573,FALSE,,DW01122->DW01108,0
8443,dist_bray|dist_kullbackleibler,,copresence,DW01177->DW01155,2,0.14653959771354186|0.2109816666617383,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=1.2347606673457356E-5|dist_kullbackleibler=0.0,dist_bray=0.14653959771354186|dist_kullbackleibler=0.2109816666617383,DW01177->DW01155,0.644320174,0.64486498,0.030325546,0.146539598,0,0,0,0.1464788869887478|0.21225608874143925,0.1465068076296122|0.20744894605734698,1000.0|1000.0,0.013933421639409102|0.046396045393488294,FALSE,,DW01177->DW01155,0
8444,dist_bray|dist_kullbackleibler,,copresence,DW01139->DW01228,2,0.13593700485189897|0.2704554453538794,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=7.481494781715892E-4|dist_kullbackleibler=0.0,dist_bray=0.13593700485189897|dist_kullbackleibler=0.2704554453538794,DW01139->DW01228,0.647527226,0.64939946,0.030552791,0.135937005,0,0,0,0.1366841604685816|0.2668492169467838,0.134853204013279|0.25945964987798764,1000.0|1000.0,0.025880819516102015|0.07671861289537359,FALSE,,DW01139->DW01228,0
8445,dist_kullbackleibler|dist_bray,,copresence,DW01236->DW01228,2,0.1994873522077152|0.15532547788535267,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=1.256241642377809E-4,dist_kullbackleibler=0.1994873522077152|dist_bray=0.15532547788535267,DW01236->DW01228,5.523486569,5.496822765,0.552968436,0.199487352,0,0,0,0.19750381618463075|0.15418790306674046,0.19578398053489915|0.15513025121669632,1000.0|1000.0,0.04448716660299998|0.01967513943386478,FALSE,,DW01236->DW01228,0
8446,correl_spearman|dist_kullbackleibler,,copresence,DW01236->DW01225,2,0.9891406799841004|0.20365660633410443,correl_spearman=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0,correl_spearman=0.9891406799841004|dist_kullbackleibler=0.20365660633410443,DW01236->DW01225,0.00267173,4.76E-04,0.072409197,0.98914068,0,0,0,0.9879428572103817|0.19649284364344063,0.9883359131606343|0.19810055415390787,1000.0|1000.0,0.0034324213977409038|0.062300116681066955,FALSE,,DW01236->DW01225,0
8447,dist_kullbackleibler|dist_bray,,copresence,DW01147->DW01148,2,0.22397043970602498|0.15684988706224856,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=2.6058310977905563E-6,dist_kullbackleibler=0.22397043970602498|dist_bray=0.15684988706224856,DW01147->DW01148,5.508073473,5.46459109,0.583775555,0.22397044,0,0,0,0.22033251307273638|0.15533325156108455,0.2128687432130823|0.15557816084361947,1000.0|1000.0,0.05481193550524361|0.014587135339888683,FALSE,,DW01147->DW01148,0
8457,dist_kullbackleibler|dist_bray,,copresence,DW01198->DW01122,2,0.2581095534322849|0.14250219278223897,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=0.0019008891264465921,dist_kullbackleibler=0.2581095534322849|dist_bray=0.14250219278223897,DW01198->DW01122,2.941958778,2.94451753,0.239348551,0.258109553,0,0,0,0.2544392491046074|0.14188889807299326,0.24542390083858534|0.14049781311399645,1000.0|1000.0,0.08896242215592091|0.02176006064526177,FALSE,,DW01198->DW01122,0
8461,dist_kullbackleibler|dist_bray,,copresence,DW01145->DW01104,2,0.17234651578682286|0.130845385472373,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=3.703032681969809E-4,dist_kullbackleibler=0.17234651578682286|dist_bray=0.130845385472373,DW01145->DW01104,4.292655714,4.29472447,0.405904363,0.172346516,0,0,0,0.16974359549105908|0.1300545138263481,0.16791001643256953|0.12941109981350568,1000.0|1000.0,0.03763270234327494|0.021151286893901,FALSE,,DW01145->DW01104,0
8466,dist_kullbackleibler|dist_bray,,mutualExclusion,DW00271->DW00479,2,15.096461668824961|0.9754482473513133,dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,dist_kullbackleibler=3.775647574647545E-4|dist_bray=0.3001368484668028,dist_kullbackleibler=15.096461668824961|dist_bray=0.9754482473513133,DW00271->DW00479,11.12637453,11.27720659,1.097990405,15.09646167,3.78E-04,3.78E-04,0.001139236,14.687821857522943|0.9732614487309351,14.816353160714781|0.9743188388787751,1000.0|1000.0,1.1176822974279437|0.007499144281973035,FALSE,,DW00271->DW00479,0.001139236
8480,dist_kullbackleibler|correl_pearson,,copresence,DW00087->DW00060,2,0.2262392375168601|0.9518873854953858,dist_kullbackleibler=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|correl_pearson=9.727560756900289E-9,dist_kullbackleibler=0.2262392375168601|correl_pearson=0.9518873854953858,DW00087->DW00060,4.096439466,4.07899471,0.419806936,0.226239238,0,0,0,0.22408896171203285|0.9455538285108304,0.219077046292103|0.9525448263440974,1000.0|1000.0,0.059523802444156164|0.028436638309222956,FALSE,,DW00087->DW00060,0
8493,dist_kullbackleibler|dist_bray,,copresence,DW01179->DW01202,2,0.23587837263386144|0.11804848562890868,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=4.661176150045909E-4,dist_kullbackleibler=0.23587837263386144|dist_bray=0.11804848562890868,DW01179->DW01202,3.926496554,3.92373868,0.370943583,0.235878373,0,0,0,0.24048889392613543|0.1211310954254862,0.23536642606823316|0.11922345648150784,1000.0|1000.0,0.06542523739947387|0.021976919407228544,FALSE,,DW01179->DW01202,0
8505,dist_bray|dist_kullbackleibler,,copresence,DW01168->DW01102,2,0.14047716467619265|0.22404816197720934,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=0.0012103449888369866|dist_kullbackleibler=0.0,dist_bray=0.14047716467619265|dist_kullbackleibler=0.22404816197720934,DW01168->DW01102,0.594909116,0.59582321,0.026480217,0.140477165,0,0,0,0.1437870040528899|0.2267252624538964,0.14296100806053247|0.2253262459983193,1000.0|1000.0,0.022121757929915185|0.04908223283222851,FALSE,,DW01168->DW01102,0
8509,correl_spearman|dist_kullbackleibler,,mutualExclusion,DW00345->DW00589,2,-0.47383087459636053|16.334975548799125,correl_spearman=mutualExclusion|dist_kullbackleibler=mutualExclusion,correl_spearman=0.03811000287686295|dist_kullbackleibler=1.7447124078806553E-8,correl_spearman=-0.47383087459636053|dist_kullbackleibler=16.334975548799125,DW00345->DW00589,-0.017633361,-0.02063688,0.072905574,-0.473830875,1.74E-08,1.74E-08,6.06E-08,-0.4699260910872954|15.926665069244976,-0.47423924350948093|16.059742634283985,1000.0|1000.0,0.06507227916704512|1.7343367007405575,FALSE,,DW00345->DW00589,6.06E-08
8516,dist_kullbackleibler|dist_bray,,copresence,DW01198->DW01108,2,0.22917174850396052|0.1251288610400476,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=0.00115160773048828,dist_kullbackleibler=0.22917174850396052|dist_bray=0.1251288610400476,DW01198->DW01108,2.985266268,2.98009503,0.263671637,0.229171749,0,0,0,0.22538543198979813|0.12611366266909887,0.21545885345902496|0.12407529226225983,1000.0|1000.0,0.08430130955994547|0.021021711311632153,FALSE,,DW01198->DW01108,0
8532,dist_kullbackleibler|dist_bray,,copresence,DW01220->DW01138,2,0.1518265617149118|0.12986821993876851,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=1.6154570862680906E-5,dist_kullbackleibler=0.1518265617149118|dist_bray=0.12986821993876851,DW01220->DW01138,4.020460511,4.030417585,0.335404985,0.151826562,0,0,0,0.15168028730444058|0.1306530651534604,0.151325911825213|0.13016991518722726,1000.0|1000.0,0.02270813480717143|0.013026048655085543,FALSE,,DW01220->DW01138,0
8544,dist_kullbackleibler|dist_bray,,copresence,DW01243->DW01145,2,0.23545636701927317|0.14894681991074776,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=7.407186635768337E-4,dist_kullbackleibler=0.23545636701927317|dist_bray=0.14894681991074776,DW01243->DW01145,4.38847931,4.398228455,0.402368696,0.235456367,0,0,0,0.23191608502712746|0.14860214895432095,0.2288707090708707|0.14810629582932844,1000.0|1000.0,0.0532846316614021|0.022963726566306488,FALSE,,DW01243->DW01145,0
8549,dist_bray|dist_kullbackleibler,,copresence,DW01231->DW01228,2,0.1387725237804036|0.22815314024091538,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=1.2535970750815473E-4|dist_kullbackleibler=0.0,dist_bray=0.1387725237804036|dist_kullbackleibler=0.22815314024091538,DW01231->DW01228,0.631484207,0.63058739,0.031458784,0.138772524,0,0,0,0.14023281456037123|0.23067166319955365,0.14012104913294726|0.2276835289355985,1000.0|1000.0,0.01800046934320337|0.0483125910360095,FALSE,,DW01231->DW01228,0
8553,dist_kullbackleibler|correl_pearson,,copresence,DW00440->DW00425,2,0.20445811294868863|0.9610922131709599,dist_kullbackleibler=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|correl_pearson=1.2477187127934997E-7,dist_kullbackleibler=0.20445811294868863|correl_pearson=0.9610922131709599,DW00440->DW00425,9.093086168,9.21583769,0.9761766,0.204458113,0,0,0,0.20351760999975407|0.950236118326744,0.19616152825835032|0.9607061315388188,1000.0|1000.0,0.06190553081019543|0.034694259764691454,FALSE,,DW00440->DW00425,0
8554,dist_bray|dist_kullbackleibler,,mutualExclusion,DW00270->DW00626,2,0.9818993239985351|16.164294089407868,dist_bray=mutualExclusion|dist_kullbackleibler=mutualExclusion,dist_bray=0.28923549156439665|dist_kullbackleibler=3.1338617982212824E-5,dist_bray=0.9818993239985351|dist_kullbackleibler=16.164294089407868,DW00270->DW00626,0.938073782,0.954773315,0.046369195,0.981899324,3.13E-05,3.13E-05,1.02E-04,0.9803260125372731|15.880672947910638,0.9811878636527263|16.011449380610976,1000.0|1000.0,0.005782881535133232|0.8099882469152483,FALSE,,DW00270->DW00626,1.02E-04
8569,dist_bray|dist_kullbackleibler,,copresence,DW01177->DW01103,2,0.13140893116358787|0.20218282489236322,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=3.510565543123345E-4|dist_kullbackleibler=0.0,dist_bray=0.13140893116358787|dist_kullbackleibler=0.20218282489236322,DW01177->DW01103,0.652265816,0.65357032,0.03180563,0.131408931,0,0,0,0.13346572024787456|0.20284081261604503,0.13259986450179034|0.19931808467884948,1000.0|1000.0,0.02343798933014613|0.04782868740421155,FALSE,,DW01177->DW01103,0
8582,dist_bray|dist_kullbackleibler,,copresence,DW01231->DW01178,2,0.11132577175229907|0.2649996132445567,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=0.001694089084782413|dist_kullbackleibler=0.0,dist_bray=0.11132577175229907|dist_kullbackleibler=0.2649996132445567,DW01231->DW01178,0.629418931,0.6292426,0.031177498,0.111325772,0,0,0,0.11363147793969135|0.26959473764695807,0.11036042082540204|0.2627583575794481,1000.0|1000.0,0.03098611399357071|0.09387553851324153,FALSE,,DW01231->DW01178,0
8593,dist_kullbackleibler|dist_bray,,mutualExclusion,DW00098->DW00479,2,15.035929364768977|0.9737823772849324,dist_kullbackleibler=mutualExclusion|dist_bray=mutualExclusion,dist_kullbackleibler=0.0019268863772418099|dist_bray=0.2777509416943884,dist_kullbackleibler=15.035929364768977|dist_bray=0.9737823772849324,DW00098->DW00479,11.07025591,11.20917465,1.264413531,15.03592936,0.001926886,0.001926886,0.005106249,14.604918436262103|0.9732113456226538,14.93645055463945|0.9749320019311745,1000.0|1000.0,1.4960063567737416|0.00895750726307327,FALSE,,DW00098->DW00479,0.005106249
8594,dist_kullbackleibler|dist_bray,,copresence,DW01197->DW01219,2,0.20991949145932393|0.1518937628528193,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=1.1039537196599891E-4,dist_kullbackleibler=0.20991949145932393|dist_bray=0.1518937628528193,DW01197->DW01219,4.021492415,4.006588085,0.373200189,0.209919491,0,0,0,0.21239497095318596|0.15233418769842977,0.20993125353287603|0.15183696005465547,1000.0|1000.0,0.048090968023985936|0.01564506939145414,FALSE,,DW01197->DW01219,0
8600,dist_bray|dist_kullbackleibler,,copresence,DW01176->DW01233,2,0.15306936488888112|0.18307756897051516,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=5.5958123567068085E-5|dist_kullbackleibler=0.0,dist_bray=0.15306936488888112|dist_kullbackleibler=0.18307756897051516,DW01176->DW01233,0.623607216,0.62316113,0.030066278,0.153069365,0,0,0,0.15276434151757912|0.18187270778625386,0.15230536676771206|0.17787251488359573,1000.0|1000.0,0.014854568586708557|0.03747059168024252,FALSE,,DW01176->DW01233,0
8601,dist_kullbackleibler|dist_bray,,copresence,DW01176->DW01232,2,0.19427067599072262|0.14547976835852372,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=3.8943750593878335E-5,dist_kullbackleibler=0.19427067599072262|dist_bray=0.14547976835852372,DW01176->DW01232,3.626080231,3.630219195,0.297013361,0.194270676,0,0,0,0.19429417093453197|0.14569577246780166,0.19093602697263834|0.14529556197789184,1000.0|1000.0,0.03625049797625321|0.013563253648914485,FALSE,,DW01176->DW01232,0
8603,dist_kullbackleibler|dist_bray,,copresence,DW01176->DW01231,2,0.20518327246534082|0.15488242029590615,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=1.678869632506519E-4,dist_kullbackleibler=0.20518327246534082|dist_bray=0.15488242029590615,DW01176->DW01231,4.012618676,4.000898735,0.36726886,0.205183272,0,0,0,0.20575457425459437|0.1551509856278801,0.20337636328862363|0.15421115814985942,1000.0|1000.0,0.03900145552927538|0.016523315141650584,FALSE,,DW01176->DW01231,0
8625,dist_kullbackleibler|correl_pearson,,copresence,DW00704->DW00706,2,0.19800709721752888|0.970630981562599,dist_kullbackleibler=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|correl_pearson=1.7042021460689227E-8,dist_kullbackleibler=0.19800709721752888|correl_pearson=0.970630981562599,DW00704->DW00706,6.484703469,6.43535069,0.846393452,0.198007097,0,0,0,0.20138404503180832|0.9621364418802769,0.19404106394269743|0.9706832304430186,1000.0|1000.0,0.04923862503640605|0.030565909489572815,FALSE,,DW00704->DW00706,0
8633,dist_bray|dist_kullbackleibler,,copresence,DW01155->DW01244,2,0.14133940221708008|0.17762217895866705,dist_bray=copresence|dist_kullbackleibler=copresence,dist_bray=6.179236036252256E-5|dist_kullbackleibler=0.0,dist_bray=0.14133940221708008|dist_kullbackleibler=0.17762217895866705,DW01155->DW01244,0.639116146,0.63905111,0.030567859,0.141339402,0,0,0,0.1411693384808957|0.17812297982172587,0.14131436579921886|0.17767180061512097,1000.0|1000.0,0.016824857511294096|0.03550240614730068,FALSE,,DW01155->DW01244,0
8634,dist_kullbackleibler|dist_bray,,copresence,DW01155->DW01243,2,0.2596058219408825|0.13890262264514708,dist_kullbackleibler=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|dist_bray=7.530833767259715E-4,dist_kullbackleibler=0.2596058219408825|dist_bray=0.13890262264514708,DW01155->DW01243,4.515590021,4.521725425,0.434219297,0.259605822,0,0,0,0.2614608183286026|0.14103568173924322,0.25827407496584126|0.13849617704754408,1000.0|1000.0,0.06693161471472532|0.024482019976276345,FALSE,,DW01155->DW01243,0
7892,dist_kullbackleibler,,mutualExclusion,DW01154->DW00345,1,15.10778451,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=8.64282551958806E-4,dist_kullbackleibler=15.107784509663986,DW01154->DW00345,8.820094492,8.95473683,1.397529775,15.10778451,8.64E-04,8.64E-04,0.002448362,13.86302802,14.05475497,1000,2.590385112,FALSE,,DW01154->DW00345,0.002448362
7895,dist_kullbackleibler,,mutualExclusion,DW00520->DW00401,1,18.5520465,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=4.135071469204554E-4,dist_kullbackleibler=18.552046503674514,DW00520->DW00401,10.14667371,9.98333324,1.686669594,18.5520465,4.14E-04,4.14E-04,0.001244605,16.82480796,17.90608784,1000,3.989182237,FALSE,,DW00520->DW00401,0.001244605
7898,correl_pearson,,copresence,DW00573->DW00499,1,0.920135386,correl_pearson=copresence,correl_pearson=0.009620028034270534,correl_pearson=0.9201353857048543,DW00573->DW00499,-0.003643888,-0.020695875,0.067210574,0.920135386,0.009620028,0.009620028,0.022638637,0.887561065,0.925366567,1000,0.144946979,FALSE,,DW00573->DW00499,0.022638637
7904,correl_spearman,,copresence,DW00691->DW01043,1,0.972455555,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9724555551343772,DW00691->DW01043,-5.74E-04,-0.00146886,0.075779751,0.972455555,0,0,0,0.971055929,0.971454689,1000,0.007064975,FALSE,,DW00691->DW01043,0
7907,dist_bray,,copresence,DW01240->DW01178,1,0.156621698,dist_bray=copresence,dist_bray=0.003596049927351297,dist_bray=0.15662169824469663,DW01240->DW01178,0.641586596,0.641621395,0.029384989,0.156621698,0.00359605,0.00359605,0.009038319,0.156041787,0.152485421,1000,0.03263319,FALSE,,DW01240->DW01178,0.009038319
7910,dist_bray,,copresence,DW01232->DW00684,1,0.14912008,dist_bray=copresence,dist_bray=6.621759403708793E-4,dist_bray=0.14912007971579722,DW01232->DW00684,0.614159758,0.614533495,0.029502147,0.14912008,6.62E-04,6.62E-04,0.001921887,0.149995868,0.149435564,1000,0.020900506,FALSE,,DW01232->DW00684,0.001921887
7913,correl_spearman,,copresence,DW00333->DW00972,1,0.960255487,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9602554869034534,DW00333->DW00972,-0.006114031,-0.00679561,0.073580752,0.960255487,0,0,0,0.958436044,0.959059669,1000,0.007509602,FALSE,,DW00333->DW00972,0
7916,dist_bray,,copresence,DW01179->DW01104,1,0.147031917,dist_bray=copresence,dist_bray=6.107742971075414E-4,dist_bray=0.14703191741518262,DW01179->DW01104,0.613347993,0.613961315,0.029263371,0.147031917,6.11E-04,6.11E-04,0.001789745,0.148636978,0.146615672,1000,0.020650927,FALSE,,DW01179->DW01104,0.001789745
7918,dist_bray,,copresence,DW01179->DW01103,1,0.153181161,dist_bray=copresence,dist_bray=9.495491340192341E-4,dist_bray=0.1531811605953074,DW01179->DW01103,0.625331671,0.625507105,0.028829641,0.153181161,9.50E-04,9.50E-04,0.002643116,0.156081115,0.155881499,1000,0.022831041,FALSE,,DW01179->DW01103,0.002643116
7927,correl_spearman,,copresence,DW00477->DW00347,1,0.962152686,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.962152685644972,DW00477->DW00347,-0.008536064,-0.006785185,0.072615347,0.962152686,0,0,0,0.960421851,0.960724083,1000,0.006388332,FALSE,,DW00477->DW00347,0
7932,dist_kullbackleibler,,mutualExclusion,DW00271->DW01046,1,14.22906032,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.004720454145779374,dist_kullbackleibler=14.229060324578649,DW00271->DW01046,10.9799648,11.14998927,1.113735981,14.22906032,0.004720454,0.004720454,0.011577935,13.66389639,13.81631917,1000,1.069170207,FALSE,,DW00271->DW01046,0.011577935
7944,correl_spearman,,copresence,DW00400->DW00856,1,0.961341129,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9613411294651891,DW00400->DW00856,-0.001252684,-0.0011154,0.073719664,0.961341129,0,0,0,0.95886203,0.959584246,1000,0.010078947,FALSE,,DW00400->DW00856,0
7953,correl_pearson,,copresence,DW00853->DW00856,1,0.97484603,correl_pearson=copresence,correl_pearson=0.0013641325457615094,correl_pearson=0.9748460301626518,DW00853->DW00856,-0.002839876,-0.020783195,0.070182825,0.97484603,0.001364133,0.001364133,0.003720084,0.930927907,0.972239861,1000,0.097087035,FALSE,,DW00853->DW00856,0.003720084
7956,correl_spearman,,copresence,DW00808->DW00388,1,0.957851343,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9578513425653805,DW00808->DW00388,-0.002112695,-0.00521243,0.0745961,0.957851343,0,0,0,0.955870288,0.957102276,1000,0.010044469,FALSE,,DW00808->DW00388,0
7959,dist_bray,,copresence,DW01240->DW01202,1,0.154989389,dist_bray=copresence,dist_bray=0.0035881490479285905,dist_bray=0.154989389201441,DW01240->DW01202,0.634951201,0.635761975,0.029143503,0.154989389,0.003588149,0.003588149,0.009037094,0.155357379,0.150747444,1000,0.031820776,FALSE,,DW01240->DW01202,0.009037094
7961,dist_bray,,copresence,DW00242->DW01139,1,0.130874529,dist_bray=copresence,dist_bray=9.779519491353028E-4,dist_bray=0.13087452855213955,DW00242->DW01139,0.638114196,0.6388536,0.029473682,0.130874529,9.78E-04,9.78E-04,0.002715543,0.135466168,0.132809757,1000,0.026344399,FALSE,,DW00242->DW01139,0.002715543
